"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.35,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Reinhardtius hippoglossoides","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Reinhardtius hippoglossoides","Fresh","headed","Fresh, headed",1.31,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Fresh","headed","Fresh, headed",1.39,"Iceland","ISL","IS","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Fresh","headed","Fresh, headed",1.4,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Fresh","Japanese cut","Fresh, Japanese cut",1.43,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Fresh","Japanese cut","Fresh, Japanese cut",1.5,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Fresh","Japanese cut, tail off","Fresh, Japanese cut, tail off",1.44,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","filleted","Frozen, filleted",2.31,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","filleted","Frozen, filleted",3.77,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","filleted, skinned","Frozen, filleted, skinned",2.59,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","filleted, skinned","Frozen, filleted, skinned",2.65,"Poland","POL","PL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","filleted, skinned, with pinbone on","Frozen, filleted, skinned, with pinbone on",2.59,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","filleted, with skin and bones on","Frozen, filleted, with skin and bones on",2.31,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.05,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.05,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.08,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.08,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.08,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.11,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Reinhardtius hippoglossoides","Frozen","gutted","Frozen, gutted",1.15,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Latvia","LVA","LV","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.35,"Lithuania","LTU","LT","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.35,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","gutted and headed","Frozen, gutted and headed",1.43,"Poland","POL","PL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","gutted, tail off","Frozen, gutted, tail off",1.17,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","headed","Frozen, headed",1.31,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut","Frozen, Japanese cut",1.43,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut","Frozen, Japanese cut",1.5,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut","Frozen, Japanese cut",1.5,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut, tail off","Frozen, Japanese cut, tail off",1.4,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut, tail off","Frozen, Japanese cut, tail off",1.44,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut, tail off","Frozen, Japanese cut, tail off",1.5,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","Japanese cut, tail off","Frozen, Japanese cut, tail off",1.5,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","tail off","Frozen, tail off",1.17,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","whole","Frozen, whole",1,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","whole","Frozen, whole",1,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Reinhardtius hippoglossoides","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Rexea solandri","Fresh","filleted, skinned","Fresh, filleted, skinned",2,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Fresh","gutted","Fresh, gutted",1.1,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Fresh","gutted and headed","Fresh, gutted and headed",1.25,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Frozen","filleted, skinned","Frozen, filleted, skinned",2.3,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Frozen","gutted","Frozen, gutted",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rexea solandri","Frozen","gutted, gilled","Frozen, gutted, gilled",1.2,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Rhabdosargus globiceps","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","filleted","Fresh, filleted",1.39,"Finland","FIN","FI","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","filleted","Fresh, filleted",2.8,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","filleted, skinned","Fresh, filleted, skinned",1.69,"Finland","FIN","FI","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","filleted, skinned","Fresh, filleted, skinned",2.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.1,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.1,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","gutted","Fresh, gutted",1.11,"Denmark","DNK","DK","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","gutted","Fresh, gutted",1.11,"Finland","FIN","FI","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","gutted","Fresh, gutted",1.12,"Lithuania","LTU","LT","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.15,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.15,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Salmo salar","Fresh","gutted","Fresh, gutted",1.15,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.15,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted","Fresh, gutted",1.22,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Fresh","whole","Fresh, whole",1,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","whole","Fresh, whole",1,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","whole","Fresh, whole",1,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Fresh","whole","Fresh, whole",1.1,"Latvia","LVA","LV","EU","national CF","","EU Council Regulations Annex",1
"Salmo salar","Frozen","filleted, skinned","Frozen, filleted, skinned",2.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Frozen","gutted","Frozen, gutted",1.11,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Frozen","gutted","Frozen, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Frozen","gutted","Frozen, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo salar","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo spp","Fresh","gutted","Fresh, gutted",1.15,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo spp","Fresh","gutted","Fresh, gutted",1.2,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","filleted","Fresh, filleted",1.56,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","filleted, skinned","Fresh, filleted, skinned",1.75,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.11,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.15,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.15,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.15,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Fresh","gutted","Fresh, gutted",1.15,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmo trutta","Frozen","gutted","Frozen, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmonoidei","Fresh","filleted, skinned","Fresh, filleted, skinned",2.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmonoidei","Fresh","gutted","Fresh, gutted",1.15,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmonoidei","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmonoidei","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salmonoidei","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus alpinus","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus alpinus","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus alpinus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus alpinus","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus spp","Fresh","gutted","Fresh, gutted",1.2,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Salvelinus spp","Frozen","gutted","Frozen, gutted",1.11,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sander lucioperca","Fresh","filleted","Fresh, filleted",1.92,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sander lucioperca","Fresh","filleted, skinned","Fresh, filleted, skinned",2.38,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sander lucioperca","Fresh","gutted","Fresh, gutted",1.15,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda chiliensis","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda chiliensis","Frozen","gutted and headed","Frozen, gutted and headed",1.25,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Fresh","gutted and headed","Fresh, gutted and headed",1.43,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Frozen","filleted","Frozen, filleted",1.54,"Bulgaria","BGR","BG","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Frozen","gutted","Frozen, gutted",1.32,"Bulgaria","BGR","BG","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Frozen","gutted and headed","Frozen, gutted and headed",1.6,"Italy","ITA","IT","EU","national CF","1.500-1.700","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.7,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarda sarda","Frozen","headed","Frozen, headed",1.35,"Italy","ITA","IT","EU","national CF","1.300-1.400","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Fresh","gutted","Fresh, gutted",1,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Fresh","gutted and headed","Fresh, gutted and headed",1.18,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Frozen","filleted","Frozen, filleted",2.03,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Frozen","gutted","Frozen, gutted",1,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Frozen","gutted and headed","Frozen, gutted and headed",1.18,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardina pilchardus","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardinella aurita","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sardinella aurita","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.45,"Bulgaria","BGR","BG","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sarpa salpa","Fresh","gutted","Fresh, gutted",1.1,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaena spp","Frozen","gutted and headed","Frozen, gutted and headed",1.46,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Fresh","gutted and headed","Fresh, gutted and headed",1.25,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Frozen","filleted, skinned","Frozen, filleted, skinned",2,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Frozen","filleted, skinned","Frozen, filleted, skinned",2.34,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Liberia","LBR","LR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Sciaenidae","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.4,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Fresh","gutted","Fresh, gutted",1.07,"St Helena","SHN","SH","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Fresh","gutted and headed","Fresh, gutted and headed",1.47,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Fresh","headed, tail off","Fresh, headed, tail off",1.57,"Namibia","NAM","NA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Frozen","filleted","Frozen, filleted",1.86,"Namibia","NAM","NA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Frozen","gutted","Frozen, gutted",1.2,"Korea Rep","KOR","KR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber japonicus","Frozen","gutted and headed","Frozen, gutted and headed",1.47,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
