species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
PPX,0,TLW,EU27_2020	: 	4.62 	6.58 	9.27 	5.69 	5.59 	24.64 	35.39 	12.94 	8.62 	1.86 	1.04 	0.92 	0.5 	2.2 	0.12 	61.02 	166.04 	98.05 	328.03 
PPX,0,TLW,EU28	: 	4.62 	6.52 	9.27 	5.69 	5.59 	24.64 	35.39 	12.94 	8.62 	1.86 	1.04 	0.92 	0.5 	2.2 	0.12 	61.02 	166.04 	98.05 	328.03 
PPX,0,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,0,TLW,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,0,TLW,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,0,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,27,TLW,BE	: 	0.1 	0.1 	: 	: 	4.1 	24.3 	27.7 	12 	3.8 	0.74 	1.02 	0.51 	0.1 	0 	0.02 	20.02 	29.01 	4.03 	1 
PPX,27,TLW,ES	: 	0.05 	0.01 	: 	0 	: 	0.18 	0.34 	0.54 	0.11 	1.11 	0.02 	0.31 	0.3 	1 	0 	41 	137.03 	92.02 	326.03 
PPX,27,TLW,EU27_2020	: 	0.15 	0.11 	: 	0 	4.1 	24.48 	28.04 	12.54 	3.91 	1.85 	1.04 	0.82 	0.4 	1 	0.02 	61.02 	166.04 	96.05 	327.03 
PPX,27,TLW,EU28	: 	0.15 	0.11 	: 	0 	4.1 	24.48 	28.04 	12.54 	3.91 	1.85 	1.04 	0.82 	0.4 	1 	0.02 	61.02 	166.04 	96.05 	327.03 
PPX,27,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,27,TLW,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,27,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,34,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	1 
PPX,34,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	1 
PPX,34,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	1 
PPX,37,TLW,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,37,TLW,ES	: 	0.04 	0.48 	0.15 	0.3 	0.29 	0.08 	0.41 	0.4 	2.01 	0.01 	: 	0.1 	0.1 	1.2 	0.1 	: 	: 	: 	: 
PPX,37,TLW,EU27_2020	: 	0.04 	0.48 	0.15 	0.3 	0.29 	0.08 	0.41 	0.4 	2.01 	0.01 	: 	0.1 	0.1 	1.2 	0.1 	0 	0 	0 	0 
PPX,37,TLW,EU28	: 	0.04 	0.48 	0.15 	0.3 	0.29 	0.08 	0.41 	0.4 	2.01 	0.01 	: 	0.1 	0.1 	1.2 	0.1 	0 	0 	0 	0 
PPX,41,TLW,ES	: 	2.36 	3.73 	3.71 	1.91 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,41,TLW,EU27_2020	: 	2.36 	3.73 	3.71 	1.91 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,41,TLW,EU28	: 	2.36 	3.73 	3.71 	1.91 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,47,TLW,ES	: 	: 	: 	: 	: 	0.16 	: 	6.94 	: 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,47,TLW,EU27_2020	: 	: 	: 	: 	: 	0.16 	: 	6.94 	: 	1.5 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,47,TLW,EU28	: 	: 	: 	: 	: 	0.16 	: 	6.94 	: 	1.5 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,47,TLW,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PPX,51,TLW,ES	: 	2.07 	2.26 	5.41 	3.48 	: 	0.08 	: 	: 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,51,TLW,EU27_2020	: 	2.07 	2.26 	5.41 	3.48 	: 	0.08 	: 	: 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPX,51,TLW,EU28	: 	2.07 	2.2 	5.41 	3.48 	: 	0.08 	: 	: 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRA,0,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,0,TLW,DE	1 	0 n	: 	0.514 	1.272 	0.647 	0.576 	0.345 	302.045 	: 	0.01 	: 	0.1 	0.1 	0 	0 	0 	0 	0 	0 
PRA,0,TLW,DK	: c	: c	5958 e	6486.69 	5825.79 	5842.8 	5649.47 	4879.54 	6813.85 	6909.11 	8030.11 	7005.02 	6873.02 	7929 	7432 	8068.02 	6951.01 	5494 	5330 	5721.02 
PRA,0,TLW,EE	9794.713 	8018.558 	7412.938 	6953.856 	6739.7 	5665.061 	6653.386 	6658.823 	9919.107 	9037.346 	8587.4 	12741.7 	12075.7 	6132.83 	12381 	13586 	12968 	14236 	11224 	12814 
PRA,0,TLW,ES	: 	59.66 	32.98 	36.69 	39.77 	84.59 	37.32 	84.45 	331.63 	911.98 	985.01 	744.31 	1056.93 	1243.6 	1738.51 	1277.7 	1365 	941 	1682 	2293 
PRA,0,TLW,EU27_2020	: 	: c	: c	16430.7465 	14874.9106 	13261.3316 	14355.6835 	13983.592 	20082.532 	20346.536 	21792.84 	25928.34 	28282.66 	22826.24 	32428.52 	36878.72 	32889.03 	31533 	29691 	34733.03 
PRA,0,TLW,EU28	: 	: c	17955.515 e	16431.001 	14875.415 	13261.879 	14355.9619 	15352.422 	20082.532 	20346.936 	21792.88 	25928.38 	28283.07 	22826.24 	32428.52 	36878.74 	33436.04 	31601.03 	30686 	35650.04 
PRA,0,TLW,FR	: 	: 	: 	: 	0.04 	: 	: 	: 	: 	: 	3.4 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,0,TLW,IE	: 	: c	6.07 	7.922 	: 	: 	5.6215 	1.416 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0.01 
PRA,0,TLW,IS	: 	4479 p	4518 p	5701 e	5926 e	7209 e	10761 e	9487 e	8517.689 e	7577.4 	5512 	2198 	2026.5 	3044.2 	8659.2 	20048 	28787 	36158 	30789 	33542 
PRA,0,TLW,IT	116.1 p	174.5 p	207.2 	71.5 	63.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRA,0,TLW,LT	: 	3939.488 	2813.87 	928.981 	689.255 	375.204 	436.56 	475.417 	749 	829.9 	: 	1496.9 	3456 	3084 	5788 	7057 	5539 	6707 	5413 	6377 
PRA,0,TLW,LV	: c	: c	: 	: 	: 	: 	458.75 	532.3 	325 	994.3 	1532.3 	1563 	2249 	1574 	2356 	3202 	3677 	1951 	3028 	3169 
PRA,0,TLW,NL	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,0,TLW,NO	: 	28219.62 	13313.31 	18589.7 	22986.8 	15982.73 	13755.95 	18733.2804 	24459.66 	22119.94 	27282.8 	30916.4 	37299.82 	38709 	48411.9 	58962 	65566 	69358 	65228 	66502 
PRA,0,TLW,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	247.1 	468.9 	587 	1302 	145 	0 	263 	1732 
PRA,0,TLW,PT	: 	: 	: 	: 	: 	2.83 	: 	6.631 	: 	15 	332.01 	0.01 	1.01 	0.21 	1.01 	74 	0.02 	16 	639 	553 
PRA,0,TLW,SE	1005.2596 	1274.36 	1506.64 	1944.5935 	1515.1836 	1289.7 	1114 	1432.9 	1641.9 	1648.9 	2322.6 	2377.4 	2323.8 	2393.6 	2145 	2312 	2244 	2188 	2112 	2074 
PRA,0,TLW,UK	: 	1283.484 	17.423 	0.254 	0.5044 	0.5478 	0.2784 	1280.6 	: 	0.4 	0.04 	0.04 	0.41 	: 	0 	0.02 	547.01 	68.03 	995 	917.01 
PRA,21,TLW,DE	: 	: 	: 	: 	: 	: 	: 	: 	301.685 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRA,21,TLW,DK	: c	: c	2511 e	2921 	1686 	3409 	3391 	2999 	5146 	5130 	5072 	3804 	3389 	3631 	3696 	2754 	1006 	359 	93 	0 
PRA,21,TLW,EE	: 	: 	: 	: 	: 	7.3 	926.18 	2460.819 	4601.227 	2131.046 	3684.8 	11269 	11537.8 	6132.83 	12290 	13586 	12968 	13697 	9906 	12207 
PRA,21,TLW,ES	: 	: 	: 	: 	: 	76.35 	24.81 	33.83 	292.2 	852.98 	913 	654.3 	959.8 	1127 	1537.7 	1274 	1013 	674 	884 	1387 
PRA,21,TLW,EU27_2020	: 	: c	: c	2921 	1686 	3492.65 	4341.99 	5544.747 	10666.112 	9565.526 	11534.1 	18053.3 	20619.7 	14665.73 	24334.7 	27114 	22695 	20085 	17362 	22380 
PRA,21,TLW,EU28	: 	: c	2511.4 e	2921 	1686 	3492.65 	4341.99 	5632.977 	10666.112 	9565.526 	11534.1 	18053.3 	20619.7 	14665.73 	24334.7 	27114 	23242 	20085 	17362 	22380 
PRA,21,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,21,TLW,IS	: 	: 	: 	: 	: 	: 	92 	: 	123.689 	: 	: 	: 	: 	2184 	4154.2 	3671 	4848 	6878 	5063 	8835 
PRA,21,TLW,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	442.2 	: 	763 	2237 	1732 	3868 	4946 	3886 	3388 	2768 	3596 
PRA,21,TLW,LV	: 	: 	: 	: 	: 	: 	: 	134 	325 	994.3 	1532.3 	1563 	2249 	1574 	2356 	3202 	3677 	1951 	3028 	3169 
PRA,21,TLW,NO	: 	: 	: 	: 	: 	: 	: 	0.015 	: 	315.5 	663.8 	611 	2007.8 	674 	351.9 	11740 	21304 	11834 	12972 	2665 
PRA,21,TLW,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	247.1 	468.9 	587 	1302 	145 	0 	263 	1732 
PRA,21,TLW,PT	: 	: 	: 	: 	: 	: 	: 	5.328 	: 	15 	332 	: 	: 	: 	0 	50 	0 	16 	420 	289 
PRA,21,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	547 	: 	: 	: 
PRA,27,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,27,TLW,DE	1 	0 n	: 	0.514 	1.272 	0.647 	0.576 	0.345 	0.36 	: 	0.01 	: 	0.1 	0.1 	0 	0 	0 	0 	0 	0 
PRA,27,TLW,DK	: 	3770 	3447 	3565.69 	4139.79 	2433.8 	2258.47 	1880.54 	1667.85 	1779.11 	2958.11 	3201.02 	3484.02 	4298 	3736 	5314.02 	5945.01 	5135 	5237 	5721.02 
PRA,27,TLW,EE	9794.713 	8018.558 	7412.938 	6953.856 	6739.7 	5657.761 	5727.206 	4198.004 	5317.88 	6906.3 	4902.6 	1472.7 	537.9 	: 	91 	0 	0 	539 	1318 	607 
PRA,27,TLW,ES	: 	0 	0.01 	0.01 	0.06 	0.16 	0.02 	5.4 	15.17 	4.1 	0.01 	0.01 	0.01 	13 	92 	0 	352 	267 	798 	906 
PRA,27,TLW,EU27_2020	: 	: c	15186.5217 e	13401.5665 	13085.2606 	9760.6016 	10001.2035 	8393.625 	9392.16 	10726.11 	10186.74 	7785.04 	7565.84 	8056.91 	7985.01 	9761.02 	10194.03 	11448 	12329 	12353.03 
PRA,27,TLW,EU28	: 	: c	15203.945 e	13401.821 	13085.765 	9761.149 	10001.4819 	9674.225 	9392.16 	10726.51 	10186.78 	7785.08 	7566.25 	8056.91 	7985.01 	9761.04 	10194.04 	11516.03 	13324 	13270.04 
PRA,27,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,27,TLW,IE	: 	: c	6.07 	7.922 	: 	: 	5.6215 	1.416 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0.01 
PRA,27,TLW,IS	: 	4479 p	4518 p	5701 e	5926 e	7209 e	10669 e	9487 e	8394 e	7577.4 	5512 	2198 	2026.5 	860.2 	4505 	16377 	23939 	29280 	25726 	24707 
PRA,27,TLW,LT	: 	3939.488 	2813.87 	928.981 	689.255 	375.204 	436.56 	475.417 	749 	387.7 	: 	733.9 	1219 	1352 	1920 	2111 	1653 	3319 	2645 	2781 
PRA,27,TLW,LV	: c	: c	: 	: 	: 	: 	458.75 	398.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRA,27,TLW,NL	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
PRA,27,TLW,NO	: 	28219.62 	13313.31 	18589.7 	22986.8 	15982.73 	13755.95 	18733.2654 	24459.66 	21804.44 	26619 	30305.4 	35292.02 	38035 	48060 	47222 	44262 	57524 	52256 	63837 
PRA,27,TLW,PT	: 	: 	: 	: 	: 	2.83 	: 	1.303 	: 	: 	0.01 	0.01 	1.01 	0.21 	1.01 	24 	0.02 	0 	219 	264 
PRA,27,TLW,SE	1005.2596 	1274.36 	1506.64 	1944.5935 	1515.1836 	1289.7 	1114 	1432.9 	1641.9 	1648.9 	2322.6 	2377.4 	2323.8 	2393.6 	2145 	2312 	2244 	2188 	2112 	2074 
PRA,27,TLW,UK	: 	1283.484 	17.423 	0.254 	0.5044 	0.5478 	0.2784 	1280.6 	: 	0.4 	0.04 	0.04 	0.41 	: 	0 	0.02 	0.01 	68.03 	995 	917.01 
PRA,37,TLW,ES	: 	59.66 	32.97 	36.68 	39.71 	8.08 	12.49 	45.22 	24.26 	54.9 	72 	90 	97.12 	103.6 	108.81 	3.7 	: 	: 	: 	: 
PRA,37,TLW,EU27_2020	: 	234.16 p	240.17 	108.18 	103.65 	8.08 	12.49 	45.22 	24.26 	54.9 	72 	90 	97.12 	103.6 	108.81 	3.7 	: 	: 	: 	: 
PRA,37,TLW,EU28	: 	234.16 p	240.17 	108.18 	103.65 	8.08 	12.49 	45.22 	24.26 	54.9 	72 	90 	97.12 	103.6 	108.81 	3.7 	: 	: 	: 	: 
PRA,37,TLW,FR	: 	: 	: 	: 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRA,37,TLW,IT	116.1 p	174.5 p	207.2 	71.5 	63.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRC,0,TLW,ES	: 	203.69 	231.7 	307.22 	18240.96 	17648.03 	11001.85 	7055.35 	10430.68 	24212.3 	5070.26 	345.07 	791.22 	573.5 	152.01 	236.11 	50.2 	8.04 	335 	0 
PRC,0,TLW,EU27_2020	: 	203.69 	231.715 	307.22 	18240.96 	17648.03 	11001.85 	7055.35 	10430.68 	24212.3 	5070.26 	357.17 	824.42 	608.6 	189.21 	285.11 	50.2 	8.04 	335 	0 
PRC,0,TLW,EU28	: 	203.69 	231.715 	307.22 	18240.96 	17648.03 	11001.85 	7055.35 	10430.68 	24212.3 	5070.26 	357.17 	824.42 	608.6 	189.21 	285.11 	50.2 	8.04 	335 	0 
PRC,0,TLW,FR	: 	: 	0.015 	: 	: 	: 	: 	: 	: 	: 	: 	12.1 	33.2 	35.1 	37.2 	49 	0 	0 	0 	0 
PRC,27,TLW,ES	: 	20.24 	28.26 	32.39 	16923.58 	13509.74 	10315.73 	257.09 	5160.38 	18679.9 	1173.45 	1.03 	23.8 	74.7 	12 	30 	47 	8.04 	0 	0 
PRC,27,TLW,EU27_2020	: 	20.24 	28.275 	32.39 	16923.58 	13509.74 	10315.73 	257.09 	5160.38 	18679.9 	1173.45 	1.13 	24 	74.8 	12 	49 	47 	8.04 	0 	0 
PRC,27,TLW,EU28	: 	20.24 	28.275 	32.39 	16923.58 	13509.74 	10315.73 	257.09 	5160.38 	18679.9 	1173.45 	1.13 	24 	74.8 	12 	49 	47 	8.04 	0 	0 
PRC,27,TLW,FR	: 	: 	0.015 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.1 	0 	19 	0 	0 	0 	0 
PRC,34,TLW,ES	: 	10.11 	9.89 	13.62 	604.76 	427.38 	146.38 	211.14 	206.54 	359.7 	602.2 	267.01 	232.9 	465.9 	93.6 	6.6 	: 	: 	: 	: 
PRC,34,TLW,EU27_2020	: 	10.11 	9.89 	13.62 	604.76 	427.38 	146.38 	211.14 	206.54 	359.7 	602.2 	267.01 	232.9 	465.9 	93.6 	6.6 	: 	: 	: 	: 
PRC,34,TLW,EU28	: 	10.11 	9.89 	13.62 	604.76 	427.38 	146.38 	211.14 	206.54 	359.7 	602.2 	267.01 	232.9 	465.9 	93.6 	6.6 	: 	: 	: 	: 
PRC,37,TLW,ES	: 	8.91 	48.96 	62.47 	48.56 	19.16 	29.53 	12.97 	3.95 	30.9 	10 	7 	8.2 	9 	18.1 	99.1 	: 	: 	: 	: 
PRC,37,TLW,EU27_2020	: 	8.91 	48.96 	62.47 	48.56 	19.16 	29.53 	12.97 	3.95 	30.9 	10 	19 	41.2 	44 	55.3 	129.1 	: 	: 	: 	: 
PRC,37,TLW,EU28	: 	8.91 	48.96 	62.47 	48.56 	19.16 	29.53 	12.97 	3.95 	30.9 	10 	19 	41.2 	44 	55.3 	129.1 	: 	: 	: 	: 
PRC,37,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	33 	35 	37.2 	30 	: 	: 	: 	: 
PRC,41,TLW,ES	: 	: 	4.1 	4.48 	3.48 	3539.03 	467.96 	6232.04 	4827.38 	5091.9 	3256.01 	: 	504.2 	: 	: 	84.9 	: 	: 	335 	: 
PRC,41,TLW,EU27_2020	: 	: 	4.1 	4.48 	3.48 	3539.03 	467.96 	6232.04 	4827.38 	5091.9 	3256.01 	: 	504.2 	: 	: 	84.9 	: 	: 	335 	: 
PRC,41,TLW,EU28	: 	: 	4.1 	4.48 	3.48 	3539.03 	467.96 	6232.04 	4827.38 	5091.9 	3256.01 	: 	504.2 	: 	: 	84.9 	: 	: 	335 	: 
PRC,47,TLW,ES	: 	2.26 	0.1 	186.46 	650.82 	108.85 	: 	257.85 	183.71 	38.5 	16.4 	6.02 	3.02 	0.3 	3.2 	4.71 	: 	: 	: 	: 
PRC,47,TLW,EU27_2020	: 	2.26 	0.1 	186.46 	650.82 	108.85 	: 	257.85 	183.71 	38.5 	16.4 	6.02 	3.02 	0.3 	3.2 	4.71 	: 	: 	: 	: 
PRC,47,TLW,EU28	: 	2.26 	0.1 	186.46 	650.82 	108.85 	: 	257.85 	183.71 	38.5 	16.4 	6.02 	3.02 	0.3 	3.2 	4.71 	: 	: 	: 	: 
PRC,51,TLW,ES	: 	162.17 	140.39 	7.8 	9.76 	43.87 	42.25 	84.26 	48.72 	11.4 	12.2 	64.01 	19.1 	23.6 	25.11 	10.8 	3.2 	: 	: 	: 
PRC,51,TLW,EU27_2020	: 	162.17 	140.39 	7.8 	9.76 	43.87 	42.25 	84.26 	48.72 	11.4 	12.2 	64.01 	19.1 	23.6 	25.11 	10.8 	3.2 	: 	: 	: 
PRC,51,TLW,EU28	: 	162.17 	140.39 	7.8 	9.76 	43.87 	42.25 	84.26 	48.72 	11.4 	12.2 	64.01 	19.1 	23.6 	25.11 	10.8 	3.2 	: 	: 	: 
PRI,0,TLW,ES	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2 	1.4 	0.8 	0.01 	0 	0 	0 	0.01 	0 
PRI,0,TLW,EU27_2020	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2.2 	5.4 	0.8 	0.01 	0 	0 	0 	0.01 	0 
PRI,0,TLW,EU28	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2.2 	5.4 	0.8 	0.01 	0 	0 	0 	0.01 	0 
PRI,0,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	4 	: 	: 	: 	: 	: 	: 	: 
PRI,27,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0.01 	0 
PRI,27,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0.01 	0 
PRI,27,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0.01 	0 
PRI,34,TLW,ES	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2 	1.4 	0.8 	0.01 	: 	: 	: 	: 	: 
PRI,34,TLW,EU27_2020	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2 	1.4 	0.8 	0.01 	: 	: 	: 	: 	: 
PRI,34,TLW,EU28	: 	11.38 	7.48 	: 	0.18 	: 	0.06 	0.6 	2.2 	1.7 	1.5 	2 	1.4 	0.8 	0.01 	: 	: 	: 	: 	: 
PRI,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	4 	: 	: 	: 	: 	: 	: 	: 
PRI,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	4 	: 	: 	: 	: 	: 	: 	: 
PRI,51,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	4 	: 	: 	: 	: 	: 	: 	: 
PRP,0,TLW,ES	: 	2.59 	2.56 	3.13 	3.81 	5.46 	6.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRP,0,TLW,EU27_2020	: 	2.59 	5.17 	5.05 	5.99 	7.83 	8.215 	3.4928 	2.218 	2 	3.01 	3.01 	5.01 	4.91 	5 	4.01 	6.01 	7.01 	6 	0 
PRP,0,TLW,EU28	: 	2.59 	5.17 	5.05 	5.99 	7.83 	8.215 	3.4928 	2.218 	2 	3.01 	3.01 	5.01 	4.91 	5 	4.01 	6.01 	7.01 	6 	0 
PRP,0,TLW,PT	1.43 	: 	2.61 	1.92 	2.18 	2.37 	2.165 	3.4928 	2.218 	2 	3.01 	3.01 	5.01 	4.91 	5 	4.01 	6.01 	7.01 	6 	0 
PRP,27,TLW,EU27_2020	: 	: 	0.05 	0.03 	: 	0.03 	0.052 	0.1044 	0.028 	: 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	: 	: 
PRP,27,TLW,EU28	: 	: 	0.05 	0.03 	: 	0.03 	0.052 	0.1044 	0.028 	: 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	: 	: 
PRP,27,TLW,PT	: 	: 	0.05 	0.03 	: 	0.03 	0.052 	0.1044 	0.028 	: 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	: 	: 
PRP,34,TLW,ES	: 	2.59 	2.56 	3.13 	3.81 	5.46 	6.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRP,34,TLW,EU27_2020	: 	2.59 	5.12 	5.02 	5.99 	7.8 	8.163 	3.3884 	2.19 	2 	3 	3 	5 	4.9 	5 	4 	6 	7 	6 	0 
PRP,34,TLW,EU28	: 	2.59 	5.12 	5.02 	5.99 	7.8 	8.163 	3.3884 	2.19 	2 	3 	3 	5 	4.9 	5 	4 	6 	7 	6 	0 
PRP,34,TLW,PT	1.43 	: 	2.56 	1.89 	2.18 	2.34 	2.113 	3.3884 	2.19 	2 	3 	3 	5 	4.9 	5 	4 	6 	7 	6 	0 
PRR,0,TLW,CY	: 	29.115 	41.577 	39.8 	28 	29.4539 	19.5 	31.2892 	25 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,0,TLW,ES	: 	228.84 	216.64 	220.25 	206.74 	191.95 	184.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,0,TLW,EU27_2020	: 	538.709 p	465.415 	422.509 	425.748 	372.8219 	353.6298 	251.8015 	273.45 	272.5 	302.51 	289 	250.01 	208.4 	161.01 	164.01 	158.01 	153 	162 	89 
PRR,0,TLW,EU28	: 	538.709 p	465.415 	422.509 	425.748 	372.822 	353.6298 	251.8015 	273.45 	272.5 	302.51 	289 	250.01 	208.4 	161.01 	164.01 	158.01 	153 	162 	89 
PRR,0,TLW,IT	0 p	1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,0,TLW,MT	3.304 	3.244 	2.47 	0.379 	0.028 	4.508 	3.4817 	5.8096 	9.53 	11.5 	5.5 	4 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,0,TLW,PT	0.78 	276.51 	204.73 	162.08 	190.98 	146.91 	145.6581 	214.7028 	238.92 	209 	297.01 	285 	250.01 	208.4 	161.01 	164.01 	158.01 	153 	162 	89 
PRR,27,TLW,ES	: 	0.01 	: 	: 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,27,TLW,EU27_2020	: 	275.83 	203.81 	161.24 	190.45 	146.26 	144.5509 	213.4807 	238.44 	209 	297 	284 	249.01 	207.8 	161 	164 	158 	153 	161 	87 
PRR,27,TLW,EU28	: 	275.83 	203.81 	161.24 	190.45 	146.26 	144.5509 	213.4807 	238.44 	209 	297 	284 	249.01 	207.8 	161 	164 	158 	153 	161 	87 
PRR,27,TLW,PT	: 	275.82 	203.81 	161.24 	190.37 	146.26 	144.5509 	213.4807 	238.44 	209 	297 	284 	249.01 	207.8 	161 	164 	158 	153 	161 	87 
PRR,34,TLW,ES	: 	228.83 	216.58 	220.22 	206.59 	191.94 	184.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRR,34,TLW,EU27_2020	: 	229.52 	217.5 	221.06 	207.2 	192.59 	186.0972 	1.2221 	0.48 	: 	0.01 	1 	1 	0.6 	0.01 	0.01 	0.01 	0 	1 	2 
PRR,34,TLW,EU28	: 	229.52 	217.5 	221.06 	207.2 	192.59 	186.0972 	1.2221 	0.48 	: 	0.01 	1 	1 	0.6 	0.01 	0.01 	0.01 	0 	1 	2 
